Unnamed: 0,Título,Nota,N_Avaliações,Desconto,Marca,Material,Gênero,Temporada,Review1,Review2,Review3,Qtd_Vendidos,Preço,Nota_MinMax,N_Avaliações_MinMax,Desconto_MinMax,Preço_MinMax,Marca_Cod,Material_Cod,Temporada_Cod,Qtd_Vendidos_Cod,Marca_Freq,Material_Freq
1590,Calça Feminina Jogger Malha De Viscolycra Esportiva Cós Alto,4.2,14.0,8.0,aristem roupas de academia,viscolycra,Feminino,não definido,"Confortável, mas muito fino tecido, um pouco transparente.","Excelente, fresca, em moletinho fino. Muito bem costurada!.","A calça é maravilhosa. Tem um ótimo caimento no corpo! sou plus size, tenho quadrilha 122cm e a gg ficou perfeita. O tecido é mais pra uma meia estação, mas pro que eu quero serviu perfeitamente. Já quero mais uma.",+50,63.78,0.7037037037037038,0.001432349052446,0.0491803278688524,0.0902083830701545,51,173,1,50.0,0.0004547521600727,0.0059117780809458
1595,Conjunto Motocross Amx Infantil Moto Azul/vermelho/branco,4.5,14.0,5.0,amx acessorios,poliéster,Sem gênero infantil,não definido,"Bonito. Tecido e acabamento de boa qualidade.
Perfeito.",Boa qualidade… ótimo!!!.,"Muito bom, serviu certinho.",+100,190.5,0.8148148148148148,0.001432349052446,0.0,0.3062992394529518,40,122,1,100.0,0.0004547521600727,0.1173260572987721
1601,Kit 05 Shorts De Academia Treino Roupas Moda Fitness Atacado,4.2,5.0,16.0,própria,poliéster,Feminino,não definido,Eu gostei só que veio com estampa aí mostra sem ufff não compro mais.,Dentro da normalidade de uso e resistencia.,Amei os shorts muito confortavel.,+25,119.96,0.7037037037037038,0.000440722785368,0.180327868852459,0.1860100269431465,633,122,1,25.0,0.0100045475216007,0.1173260572987721
1602,Kit 10 Cueca Boxer Lupo Sunga Box Algodão 100% Original,4.7,26.0,30.0,lupo,algodão,Masculino,outono/inverno,"Muito bom produto, excelente qualidade!.",Sempre compro está marca.,"Só uso essa , a melhor cueca que existe.",+100,247.5,0.888888888888889,0.00275451740855,0.4098360655737705,0.4034991985266532,463,25,3,100.0,0.0422919508867667,0.176443838108231
1614,Kit 2 Calças Jeans Masculina Com Lycra.,4.6,2146.0,5.0,almix,jean,Masculino,primavera/verão,"Obs: eu não suporto calças apertadas , e nem muito largas.
Numeração ( 42 ). Ficou ótima em mim.
Tenho 1. 80 de altura e uns 75kg.
Na cintura e nas coxas, ficou muito boa , ou seja.
- não ficou apertado e nem muito largo. ( ficou legal ).
Do joelho para baixo , ficaram retas ou seja, não tem modelagem , más, tbem não ficou feio , pois não ficou larga.
- elas ficam alinhado com o corpo , porém, não apertado.
Então ela é uma boa escolha para compra.
Porém , só um alerta !.
* ela é fina , tecido leve.
* comprimento é super grande.
Resumindo.
De 1 á 10 , ela valeu uns ( 8 ).","Gostei, as calças vestem bem, são confortáveis e o tecido tem qualidade. Por ter gostado resolvi comprar outro kit com três calças. Nesse kit tenho um reparo a fazer: a numeração que pedi foi 40 e a calça azul clara, apesar de ter na etiqueta a numeração 40, tinha o tamanho correspondente a 42 ou 44. Ficará grande e terei que mandar ajustar. O controle de qualidade poderia ser melhor efetuado nesses casos. No mais nada a reclamar.","Recomendo ótimo jeans tenho 1. 80 altura e 97 kg a número 48 ficou ótimo se eu quiser vou fazer é só o abanhado mas não fiz dobrei por dentro nem se percebe , não ficou colada no corpo que pra mim é ótimo.
Comprarei novamente em breve.
Que deus abençoe a todos.",+10mil,134.3,0.8518518518518517,0.2363375936535919,0.0,0.210463490331162,26,74,7,10000.0,0.0054570259208731,0.0254661209640745
1619,Conjunto Blusa Calça Feminina Roupa Inverno Promoção J11,4.8,38.0,11.0,confecção própria,malha crepe,Feminino,não definido,"Eu amei meus conjuntos, são lindos, as cores iguais os da foto, o tecido bom, os conjuntos são muito confortáveis,amei com certeza comprarei outras cores. Recomendo, vocês também vão gostar.","Conjunto lindo. A numeração é perfeita, comprei o p, serviu certinho, tenho 1,64 de altura,e peso 61 kg, ficou lindo no corpo,o tecido é maravilhoso, comprarei mais concertesa.","Adorei já vou pedir outro, de outra cor ficou perfeito.",+100,78.22,0.925925925925926,0.004076685764654,0.0983606557377049,0.1148323727021588,195,90,1,100.0,0.0004547521600727,0.0004547521600727
1622,Kit 3 Calças Jogger Masculina Jeans Com Punho Elastico,4.3,779.0,9.0,gbgsports,sarja,Masculino,outono/inverno,"Calças com material inferior. Não vieram do mesmo tamanho. Pedi tamanho m/42 parece ser p e a que ficou boa parece ser g. Essas medidas não são confiáveis. O elástico do calcanhar de uma delas está frouxo. Tive preguiça de devolver. Esse deslocamento de ir até os correios me desanima. Comprei mais duas em outra loja. Vieram perfeitas. As daqui consegui vender pra compensar. Quem não liga pra esses detalhes pode comprar, fora isso não aconseho.","O produto veio com manchas e com mal cheiro e a qualidade do pano e horrível, não recomendo efetuarem uma compra nessa loja nem responder o chat que mandei falando das avarias do produto responderam totalmente sem suporte.","Comprei o kit que são três, porém são todas as três com a mesma numeração ,mas três tamanhos diferentes ,duas dá pra eu usar ,uma está perdida pelo tamanho, não compraria novamente, assim como de outros que atenderam minhas espectativas voltei à comprar novamente , tanto pra mim quanto aos meus próximos ,a qualidade atende ao que é descrito,.",+1000,182.34,0.7407407407407406,0.0857205817540767,0.0655737704918032,0.2923842979434535,324,138,3,1000.0,0.0059117780809458,0.0154615734424738
1627,Shorts Masculino Squadra 21 adidas,4.7,82.0,30.0,adidas,poliéster,Masculino,não definido,Top top original só alegria.,"O tecido do short é fino, mas parece ser resistente. Pelo preço, deveria ter pelo menos bolsos, o que é um ponto negativo. Porém tem uma ótima elasticidade para realização de ejercicios físicos. Dependendo da cor e do tamanho, a roupa de baixo pode aparecer.",Excelente produto.,+100,119.99,0.888888888888889,0.008924636403702,0.4098360655737705,0.1860611848163432,13,122,1,100.0,0.0109140518417462,0.1173260572987721
1636,Kit 10 Cuecas Boxer Lupo Cueca Box Algodão Atacado Original,4.6,78.0,11.0,lupo,algodão,Masculino,outono/inverno,Maravilhoso confortável e belíssimo acabamento.,"Excelente produto, super recomendo!.","Meu esposo já é acostumado a usar essa marca, as cuecas chegaram exatamente iguais a que compramos em loja física. O unixo problema é que todas chegaram de tamanho um pouco menor que o normal, mesmo estando marcado o tamanho correto.",+1000,218.61,0.8518518518518517,0.008483913618334,0.0983606557377049,0.3542341666382456,463,25,3,1000.0,0.0422919508867667,0.176443838108231
1639,Kit 3 Calça Jeans Feminina Levanta Bumbum Atacado,4.3,9.0,8.0,stillger,algodão,Feminino,outono/inverno,"Linda ,mas a costura está abrindo.","Foi a numeração que pedi e uso normalmente, porém ficou muito pequeno, recomendo comprar 2 números maiores.",Tamanho muito menores do que o pedido.,+50,179.41,0.7407407407407406,0.000881445570736,0.0491803278688524,0.2873878789945772,736,25,3,50.0,0.0327421555252387,0.176443838108231
1647,Kit 5 Cuecas Anti Assadura Esportiva Sem Costura Premium,4.9,50.0,37.0,keeper,microfibra,Masculino,primavera/verão,"Estava com dúvidas comprei pelas avaliações. Exatamente como eu queria cuecas boas de otima qualidade, uso m 40 elas são bem justa sou magro. Recomendaria um numero maior sem duvidas.",Meu filho gostou.,Ótimo.,+100,199.97,0.9629629629629632,0.005398854120758,0.5245901639344263,0.3224480747587053,406,101,7,100.0,0.0086402910413824,0.0300136425648021
1658,Kit 3 Short Bermuda Masculina Dry Fit Academia Plus Size,4.8,33.0,10.0,daze modas,poliéster,Masculino,primavera/verão,"Qualidade muito bom, recomendo!.",Excelente produto gostei.,Excelente.,+100,135.31,0.925925925925926,0.003525782282944,0.0819672131147541,0.2121858053954503,216,122,7,100.0,0.0040927694406548,0.1173260572987721
1679,Conjuntinho Mozao Casal Homem Mulher Estampado Viagem Roupa,4.8,8.0,37.0,iz store,poliéster,Sem gênero,primavera/verão,Top.,"Adorei, o conjunto que mais usamos. Confortável e lindos.",Top adorei ficou perfeito o material de qualidade!.,+100,78.7,0.925925925925926,0.000771264874394,0.5245901639344263,0.1156508986733058,382,122,7,100.0,0.0004547521600727,0.1173260572987721
1688,Calça Legging Moletom Infantil Menina Malwee Kids,5.0,6.0,11.0,malwee kids,algodão,Meninas,outono/inverno,"As calças são maravilhosas malwee é malwee comprem sem medo , minha netinha tem 2 anos e 8 meses pesa 14 kilos comprei tamanho 4 ficou ótima.",Malwee sempre com muita qualidade!.,Calça muito boa. A compra teve como objetivo o uso para uniforme escolar.,+25,51.27,1.0,0.00055090348171,0.0983606557377049,0.0688755499471368,480,25,3,25.0,0.0004547521600727,0.176443838108231
1706,Kit 6 Cuecas Box Sem Costura Boxer Lupo Microfibra Original,4.7,76.0,15.0,lupo,microfibra,Masculino,primavera/verão,"Muito bom, comprei a mais o menos 5 mês atrás e nem uma deu problema, recomendo a todos.","De boa qualidade, excelente produto, confortável e esta no preço bom, já usei outras marcas e não tive a mesma satisfação.","Comprei o produto de acordo com os comentarios que li, pode ate ser original, mas a qualidade e bem inferior a das que comprei diretamente em uma na loja da marca e por uma diferenca de preço minima, sem contar que ao vestir nao me deixou confortavel como as que ja tenho, mas como ja usei nao solictar a troca.",+1000,183.06,0.888888888888889,0.00826355222565,0.1639344262295082,0.2936120869001739,463,101,7,1000.0,0.0422919508867667,0.0300136425648021
1720,Conjunto Calça Blusa Térmica Roupafrio Segunda Pele Feminino,4.0,16.0,44.0,hangar moriah,composição: 92% poliester 8% spandex,Feminino,outono/inverno,"A blusa é ótima pq realmente é termica, mas a calça é pura mentira nada mais que uma meia calça que nem. Forrada é como a blusa. E só. Meia é pequena veio com diferença de tamanho nas pernas.",Muito boa recomendo compraria de novo.,"Gostei bastante! não muito bom, tecido fino, mas atende ao esperado.",+100,139.32,0.6296296296296297,0.00165271044513,0.639344262295082,0.2190239077794072,351,55,3,100.0,0.0013642564802182,0.0045475216007276
1728,Calça Mom Consciencia Jeans 00101 Jeans Medio,4.7,6.0,20.0,consciência,algodão orgânico,Feminino,outono/inverno,Excelente qualidade e design.,"Eu amei a calça ela não tem elastano,mais e um tecido que fica confortável no corpo,so um porém não é a mesma da foto,mais eu achei linda a q veio🥰.","É diferente da foto, não tem esses detalhes de destroyed nos bolsos e também em achei que pega um pouco embaixo, mas tá ok pela qualidade do jeans.",+25,153.19,0.888888888888889,0.00055090348171,0.2459016393442623,0.2426758978206746,203,33,3,25.0,0.0022737608003638,0.0045475216007276
1740,Short Saia Rodado Fitness Feminino Roupas Para Academia,4.9,18.0,22.0,akorio,poliéster,Feminino,primavera/verão,Amei o pano é maravilhoso.,Dei de presente.,"Simplesmente maravilhosa, uso 42 e a g ficou bem justa, mas sei que a tendência do tecido e dar uma laciada após a lavagem, a qualidade do tecido surreal, amei, vou comprar outras cores assim que possível.",+100,37.19,0.9629629629629632,0.001873071837814,0.2786885245901639,0.0448654547934927,21,122,7,100.0,0.0045475216007276,0.1173260572987721
1744,Combo 4 Bermudas Plus Size Até O Joelho Estampada Cós Alto,4.1,39.0,10.0,kit bermuda feminina academia ginástica atacado,poliéster,Feminino,primavera/verão,Comprei 3g e ficou certo na cintura mas acho que 2g ficaria melhor peso 90k.,"Além do material não ser o anunciado, a costura de carregacão, desculpe mas péssima qualidade, costumo comprar através do ml mas agora a qualidade do vestuário e calçados deixam muito a desejar.",Todas maravilhosas.,+100,116.62,0.6666666666666666,0.004186866460996,0.0819672131147541,0.1803144503939156,410,122,7,100.0,0.001819008640291,0.1173260572987721
1755,Kit 4 Cuecas Lupo Algodão Sunga Boxer Adulto Cotton Original,4.5,193.0,19.0,lupo,algodão,Masculino,outono/inverno,Só uso dessa marca é algodão puro.,Excelente. Valeu a pena.,"Nota 10, sempre estou comprando e ficam perfeitas.",+1000,85.53,0.8148148148148148,0.0211546936976641,0.2295081967213114,0.1272978411377511,463,25,3,1000.0,0.0422919508867667,0.176443838108231
1756,Kit 03 Conjuntos Top + Short Roupas Para Academia Atacado,4.2,115.0,24.0,akorio,suplex,Feminino,primavera/verão,"O material e ótimo,mas tem um porém e muito pequeno ! eu uso (p) pedi o (m) e ficou bem apertado ! serviu pra minha filha de 9 anos o material e bom estampa bonita !.",Tenho 1. 50 de altura e 50 kilos peguei tamanho g ficou certinho pra mim porém o shorts poderia ser com a cintura mais alta ficou aparecendo o umbigo. Fora isso gostei bastante indico pegarem a numeração maior pois uso m e peguei g.,"Amei, as estampas sao bem coloridas, veste super bem, o tecido è otimo! comprarei mais vezes.",+1000,136.04,0.7037037037037038,0.0125605993829881,0.3114754098360656,0.2134306469765697,21,151,7,1000.0,0.0045475216007276,0.0104592996816734
1759,Kit 4 Cuecas Boxer Mash Algodão Cotton Box Original Oferta,4.8,46.0,7.0,mash,algodão,Masculino,primavera-verão outono-inverno,"Tecido bom! macia ,confortável! para criança de 11 anos, com aprox. 50kg, recomendo o tam. M.",São ótimos.,E ótimo fiquei satisfeito com o produto 👏👏👏.,+100,78.46,0.925925925925926,0.00495813133539,0.0327868852459016,0.1152416356877323,494,25,6,100.0,0.0109140518417462,0.176443838108231
1762,Kit C/3 Un Camisas Blusas Masculinas Long Line Oversize Swag,4.6,1396.0,6.0,éved maromba malhar fitness machão,tshirt atual estilosa slim barata,Masculino,primavera/verão,"Vale mais do que a pena comprar viu gente. Confie em mim, eu sou chato quando a questão é roupas. O mais incrível é o preço, aqui na minha cidade uma só camisa dessa custa o preço das 3, ou mais. Não me arrependo e super recomendo.","Tenho 1,78 70kg. Em mim ficou bom o tamanho m porem um pouco apertada, se voce tiver mais de 70 kg não compre tamanho m porque nao vai servir, essa informação é pra ajudar vocês.","Realmente pelo preço não se pode reclamar, o corte e caimento das camisetas são perfeitos, muito bem desenhada ao corpo, mas o que pega é a qualidade do tecido, é muito fino e frágil, recomendo um certo cuidado, não lavar na máquina e sim na mão para ela durar mais. Outro ponto foi que notei foi que a cor preta aparentemente não veio g como a cinza e a branca e também o tecido é diferente das demais, por exemplo a preta achei um tecido um pouco melhor e mais elástico. Enfim, são camisetas básicas e simples, porém muito bonitas, recomendo sim a compra!.",+10mil,78.16,0.8518518518518517,0.1537020713970912,0.0163934426229508,0.1147300569557654,841,169,7,10000.0,0.0004547521600727,0.0004547521600727
1765,Kit 10 Cuecas Boxer Lupo Microfibra Sem Costura Box Original,4.8,197.0,20.0,lupo,microfibra,Masculino,primavera-verão outono-inverno,"Produto de ótima qualidade, original. Para as pessoas que disseram que o pano é fino, é pq não conhecem esse tipo de material e esse modelo da lupo. Produto de qualidade.",Produto muito bom gostaria que tivesse mais opcao de cores.,Muito bom igual as que eu comprei em loja. Pretendo comprar novamente.,+1000,321.32,0.925925925925926,0.0215954164830321,0.2459016393442623,0.5293816718392961,463,101,6,1000.0,0.0422919508867667,0.0300136425648021
1774,Calça Moletom Masculina Flanelada Com Punho Malwee,4.6,155.0,11.0,malwee,algodão,Masculino,outono/inverno,"Gostei muito, boa qualidade. Só ficou um pouco grande, mas porque eu pedi um número acima com medo de ficar justo, mesmo assim vestiu muito bem. Único problema é não ter bolso dianteiro.","Compraria de novo, pois os produtos são excelentes! parabéns!.",Não vale a pena pagar 120. 00reais.,+1000,119.79,0.8518518518518517,0.0169678272366681,0.0983606557377049,0.1857201323283653,479,25,3,1000.0,0.0031832651205093,0.176443838108231
1775,Short Saia Jeans Plus Size Feminino Cintura Alta Com Lycra,4.9,77.0,11.0,stillger jeans,algodão,Feminino,primavera/verão,Perfeito demais!!!.,"Ele é lindo igual da foto,só tem um problema as medidas dele é bem pequena eu uso 48 e pelas medidas da tabela pedi o 52 e ficou perfeito.","Minhas expectativas foram preenchidas, amei. Seguir a dica de pegar um número maior do aue eu visto, fiquei com receio de ficar grande um saco, maia ficou maravilhoso, material ótimo 😍, igual a foto, veste muito bem,.",+100,72.88,0.9629629629629632,0.008373732921992,0.0983606557377049,0.1057262712731489,738,25,7,100.0,0.0154615734424738,0.176443838108231
1790,Calça Masculina Aeroready Sereno Slim Legend Ink adidas,4.2,10.0,13.0,adidas,poliéster,Masculino,primavera/verão,A qualidade addidas não tem o que falar.,"Curti, calça bacana, tecido confortável, recomendo.",Nao é slim fit como dizem ! é um modelo mais largo ! entao se quiser algo slim melhor comprar a tiro ! sugiro tirar esse nome slim.,+100,249.99,0.7037037037037038,0.000991626267078,0.1311475409836065,0.4077453020019781,13,122,7,100.0,0.0109140518417462,0.1173260572987721
1817,Kit 2 Calças Masculina Jeans Pra Trabalho Corte Reto,4.6,34.0,10.0,multimarcas,100% algodão,Masculino,outono/inverno,Produto atende perfeitamente a proposta!!.,Eu gostei muito do meu produto parabéns.,Ótimo produto.,+100,128.63,0.8518518518518517,0.003635962979286,0.0819672131147541,0.2007946522969885,543,0,3,100.0,0.0118235561618917,0.0009095043201455
1822,Roupa Feminina Plus Size Blusa Calça Frio Peluciado Proteção,4.6,5.0,42.0,neve segunda pele térmica,poliéster/elastano,Feminino,outono/inverno,Uso e recomendo. !!! quem ainda não comprou corra logo para comprar pois é excelente.,"A blusa ok, a calça achei pequena.",Produto ótimo e quente.,+25,132.56,0.8518518518518517,0.000440722785368,0.6065573770491803,0.2074963336857542,564,127,3,25.0,0.0031832651205093,0.001819008640291
1823,Kit 3 Cuecas Masculinas Slip Cotton Calvin Klein,5.0,102.0,30.0,calvin klein underwear,algodão,Masculino,primavera/verão,"Produto de ótima qualidade, serviu perfeitamente, atendeu as necessidades.","Muito bom. Muito bom. Aqui tem que escrever 2000 paginas.
Me senti na escola !!! redacao. 20 linhas.",Excelente qualidade. Produto original.,+1000,229.9,1.0,0.011128250330542,0.4098360655737705,0.3734865795845981,161,25,7,1000.0,0.0004547521600727,0.176443838108231
1830,"Kit Com 4 Short Para Usar Embaixo Da Roupa, Vestido, Saia",4.2,88.0,11.0,silvest lingerie,poliéster,Feminino,primavera/verão,Estou dando 5 estrelas em todos pq tudo que compro no mercado livre e ótimo.,São só fino mais serve pra usar não esquenta sao fresquinho.,"Não veio como na foto.
É minúsculo!.
O tamanho eg adulto doei para uma criança de 9 anos.
O cumprimento das coxas veio errado! na foto mostra uma coisa e veio com 3 dedos !.
Não gostei!.",+1000,57.93,0.7037037037037038,0.009585720581754,0.0983606557377049,0.0802325977968009,719,122,7,1000.0,0.0022737608003638,0.1173260572987721
1831,Kit 10 Cuecas Lupo Boxer Masculinas Atacado Box 523 Algodão,4.2,621.0,5.0,lupo,algodão 95%,Masculino,2021,"Horrível, não são originais, tecido áspero, tamanho não veste bem.","Produto de boa qualidade, compraria novamente. Satisfeita.",Excelente fica justinha no corpo bom material.,+1000,179.9,0.7037037037037038,0.0683120317320405,0.0,0.2882234575901231,463,27,0,1000.0,0.0422919508867667,0.003638017280582
1839,Macacão Roupa De Apicultor Completa Proteção Contra Abelhas,4.3,178.0,24.0,celi,brim 100% algodão,Sem gênero,não definido,Muito bom o macacão. Consegui retirar as vespas sem problemas. Fica bem fechado. Nem foi necessário fechar botas e luvas com fita. É bem resistente e vai durar bastante tempo.,Ficou ótimo perfeito.,Beleza tudo ok muito boa.,+1000,203.88,0.7407407407407406,0.0195019832525341,0.3114754098360656,0.3291156508986733,177,46,1,1000.0,0.0077307867212369,0.0090950432014552
1873,Short Masculino Logo adidas,4.7,14.0,30.0,adidas,poliéster,Masculino,não definido,Perfeito marca adidas dispensa comentários.,Ótimo! recomendo. 👍🏽.,Bom produto.,+100,119.99,0.888888888888889,0.001432349052446,0.4098360655737705,0.1860611848163432,13,122,1,100.0,0.0109140518417462,0.1173260572987721
1883,Kit 10 Cuecas Lupo Boxer Masculinas Atacado Box 523 Algodão,4.2,621.0,5.0,lupo,algodão 95%,Masculino,2021,"Horrível, não são originais, tecido áspero, tamanho não veste bem.","Produto de boa qualidade, compraria novamente. Satisfeita.",Excelente fica justinha no corpo bom material.,+1000,179.9,0.7037037037037038,0.0683120317320405,0.0,0.2882234575901231,463,27,0,1000.0,0.0422919508867667,0.003638017280582
1890,Moletom Infantil Calça Masculina Juvenil Kit 3 Calca Moleton,3.3,24.0,41.0,colbacho,algodão,Sem gênero,outono/inverno,"Pelo valor o produto está de acordo, mas n compraria denovo pq peguei o maior tamanho e ficou curta e o material cedeu mt na lavagem.",Horrível.,Td conforme o descrito.,+100,99.93,0.3703703703703703,0.002534156015866,0.5901639344262296,0.1518536202721599,192,25,3,100.0,0.0054570259208731,0.176443838108231
1892,Macacão Roupa De Apicultor Completa Proteção Contra Abelhas,4.3,178.0,24.0,celi,brim 100% algodão,Sem gênero,não definido,Muito bom o macacão. Consegui retirar as vespas sem problemas. Fica bem fechado. Nem foi necessário fechar botas e luvas com fita. É bem resistente e vai durar bastante tempo.,Ficou ótimo perfeito.,Beleza tudo ok muito boa.,+1000,203.88,0.7407407407407406,0.0195019832525341,0.3114754098360656,0.3291156508986733,177,46,1,1000.0,0.0077307867212369,0.0090950432014552
1893,Kit 10 Cuecas Boxer Mash Algodão Cotton Box Original Oferta,4.6,1701.0,22.0,mash,algodão,Masculino,primavera/verão,"As cuecas são boas, porém meu marido usa g e pedir gg por causa dos outros comentários de compradores que falaram ser forma pequena. Então ficaram muito grandes!!! com certeza logo vão lacear por esse motivo. Tentar lavar a mão para evitar que fique caindo tão rápido. Recomendo a compra, porém podem pedir o tamanho correto que usam. Sem essa presepada de pedir tamanho maior. Sobre qualidade somente depois de lavar para saber ao certo!!! na próxima, pedirei o número que ele realmente usa.","E o tamanho certo, mas em baixo dela, fica muito curto, apertado demais. Aperta todos os ovos, na moral me arrependo de ter comprado. Nesse valor ainda, melhor ter comprado da lupo.","Produto não parece.
Original e veio 2 modelos completamente distintos. Costuras grosseiras, elastico parece esgarçado e com rebarbas.",+10mil,229.39,0.8518518518518517,0.1873071837814015,0.2786885245901639,0.3726168957402544,494,25,7,10000.0,0.0109140518417462,0.176443838108231
1894,"Bermuda Térmica Masculina Esportiva Corrida, Academia Treino",4.8,1005.0,24.0,keeper,microfibra,Masculino,primavera/verão,"Uso 44 o que teoricamente seria tamanho m pela tabela da fabricante, mas comprei a g por precaução e dei sorte pq se tivesse comprado m não teria servido, a g já ficou em cima da risca.","Meu esposo usa 44 e pegamos g pq vimos nos comentários que a forma é pequena.
E é realmente! quem veste m, melhor pegar g!.
O material é simplesmente maravilhoso!!!!!.
Vale muito a pena a compra. Iremos pegar outras!!!!.","Tenho 1,84 de altura e 68 kg, peguei o tamanho m e ficou um pouco pequeno, devia ter pego o g, mas o produto estica e é bem maleável, fica bem justo e proteje bem do frio.
Exelente produto, recomendo.",+10mil,48.52,0.925925925925926,0.1106214191273688,0.3114754098360656,0.0641860782374407,406,101,7,10000.0,0.0086402910413824,0.0300136425648021
1898,Calça Feminina Sarja Mom - 274383 Verde Sawary,4.8,18.0,24.0,sawary jeans,algodão,Feminino,outono/inverno,"Achei bonita, pessoalmente lembra um verde oliva. Uso 44, comprei 46, ficou ótima, sobrou só um pouquinho na parte de trás da cintura. É mom, um pouco larguinha nas pernas.",Perfeito? igual a da foto.,Calça linda.,+50,185.99,0.925925925925926,0.001873071837814,0.3114754098360656,0.2986085058490502,693,25,3,50.0,0.0027285129604365,0.176443838108231
1899,Lote 10 Short Infantil Roupa Menina Atacado De Cotom Oferta,4.5,10.0,10.0,gente grande kids,malha,Meninas,primavera/verão,"Excelente para usar no dia a dia, confortável.","Ótimo custo benefício, excelente material do tecido, não é transparente 🤩.",Muito bom.,+50,199.99,0.8148148148148148,0.000991626267078,0.0819672131147541,0.3224821800075031,326,89,7,50.0,0.0004547521600727,0.0004547521600727
1904,Conjunto Feminino Calça E Blusa Manga Longa Social Roupafrio,4.4,255.0,8.0,nana fashion,viscolycra,Feminino,outono/inverno,"Os conjuntos são maravilhosos, qualidade excelente, a numeração é perfeita. Gostei tanto que comprei um de cada cor.","Comprei 2 conjuntos,parece um pijama de quinta categoria.
A malha tão fina, que parece papel transparente.
Pura enganação.",Conjunto lindo. Não é transparente. Tamanho certo com as medidas. Simples e lindo. Perfeito para dias frescos. Com certeza compraria outro.,+1000,129.5,0.777777777777778,0.0279858968708682,0.0491803278688524,0.2022782306196923,559,173,3,1000.0,0.0004547521600727,0.0059117780809458
1915,Calça Jeans Infantil Wideleg Destroyed Menina Blogueirinha,4.7,58.0,10.0,maluket,algodão calças preta,Meninas,primavera/verão,"Linda calça, minha filha amou,pessoal pode comprar sem medo,tecido ótimo,vai durar uma vida xe tão grosso q é o jeans, perfeito,e veio com um cheirinho de perfume q a casa toda ficou cheirosa kkkk, perfeito,valeu cada centavo.",Minha filha amou.,Linda minha afilhada amou.,+100,119.55,0.888888888888889,0.006280299691494,0.0819672131147541,0.1853108693427918,478,28,7,100.0,0.0013642564802182,0.0004547521600727
1921,Kit 10 Cuecas Boxer Selene Box Microfibra Masculina Atacado,4.8,278.0,25.0,selene,poliamida,Masculino,outono/inverno,"Comprei um tamanho top.
Super confortável material parece ser ótimo.","Comprei tamanho p para meu filho que tem 12 anos, 1. 70 de altura e 54kg. Ficou perfeita. Excelente material, produto de qualidade.","Boa qualidade, me surpreendeu. Tecido de boa qualidade, se ajustou perfeitamente. Uso xg e realmente a xg ficou boa, diferente de outras por aí que fica pegando e apertando na virilha.
Muito boa!! recomendo.",+1000,239.89,0.925925925925926,0.0305200528867342,0.3278688524590164,0.3905221513590941,698,116,3,1000.0,0.0013642564802182,0.0195543428831286
1938,Kit 10 Cuecas Boxer Lupo Cueca Box Algodão Masculina Atacado,4.5,3037.0,18.0,lupo,algodão,Masculino,outono/inverno,"As cuecas são boas; porém você percebe na costura que não são originais! já experimentei duas brancas, e o mesmo acontece com as duas, quando eu subo a cueca, ela dá um estralinho como se tivesse rasgado e quando olhei, soltou um pouco da costura de lado! tem que vestir com muito cuidado! fora isso, é uma replica muito bem feita da original! aaah. Não gostei muito do elastico de cima! é muito curtinho, queria q fosse maior. Mas resumindo: cueca bem confortavel, nao dobra e nem sobe.","Pelo preço promocional, com ctz tem algum defeito de fabricação. Pq não é normal furar a cueca na imenda na primeira vez que vc usa. Infelizmente isso aconteceu comigo e não foi só com uma cueca e sim com 3 unidades. Agora eu não sei o que é pior, perder 16 reais do valor da cueca usando ela apenas algumas horas ou ficar com a cueca furada no trabalho.","Serviram muito bem, porém é nítido que o pano não é algodão, e posso confirmar a diferença pois possuo o mesmo modelo de cuecas lupo que comprei em outra ocasião e comparando ambos os panos e costuras essa diferença fica notável.
Pelo custo beneficio e mesmo sendo um material diferente, aparenta valer a pena, porém, só o tempo (e algumas lavagens rs) irá dizer se é de qualidade.",+10mil,232.89,0.8148148148148148,0.3345085940943147,0.2131147540983606,0.3785853142798676,463,25,3,10000.0,0.0422919508867667,0.176443838108231
1939,Kit Com 10 Cuecas Boxer Algodão Sem Costura Zorba 781,4.7,5691.0,20.0,zorba,algodão,Masculino,não definido,"O tecido é bom e são confortáveis. Só que a numeração não é precisa, visto 40 então tentei comprar a p conforme especificado no guia de tamanho. Porém, para minha sorte não tinha mais p disponível e eu comprei m. O resultado é que caiu perfeitamente. Então uma dica é comprar um tamanho maior. Antes deixar o bicho solto do quê sem ar.","Vendo comentários de outros consumidores vejo que quanto ao tamanho realmente há problemas; tenho 1. 85 e peso 88 kg, pedi o tamanho maior disponível, gg, e ficou um pouco apertado mesmo assim. Já comprei em lojas exatamente a mesma medida e dá pra notar a diferença. Mas no geral o produto é bom, só atentem para o tamanho.","Produto não é nem de longe original, tecido grosso e com pouco elastano.",+50mil,199.9,0.888888888888889,0.626928162185985,0.2459016393442623,0.3223287063879131,838,25,1,50000.0,0.0090950432014552,0.176443838108231
1944,Calça Levis 505 Original 100% Algodão Revendedor Autorizado,4.5,25.0,5.0,levi's,algodão,Masculino,outono/inverno,Muito comprido. Não vendem o comprimento adequado.,Exatamente o que eu estava procurando.,"Péssima qualidade, desbotou na primeira lavagem.",+100,326.55,0.8148148148148148,0.002644336712208,0.0,0.5383001943999183,436,25,3,100.0,0.0090950432014552,0.176443838108231
